id,title,context,question,answers,phi_3
572783c7f1498d1400e8fa60,FA_Cup,"The semi-finals have been played exclusively at the rebuilt Wembley Stadium since 2008, one year after it opened and after it had already hosted a final (in 2007). For the first decade of the competition, the Kennington Oval was used as the semi-final venue. In the period between this first decade and the reopening of Wembley, semi-finals were played at high-capacity neutral venues around England; usually the home grounds of teams not involved in that semi-final, chosen to be roughly equidistant between the two teams for fairness of travel. The top three most used venues in this period were Villa Park in Birmingham (55 times), Hillsborough in Sheffield (34 times) and Old Trafford in Manchester (23 times). The original Wembley Stadium was also used seven times for semi-final, between 1991 and 2000 (the last held there), but not always for fixtures featuring London teams. In 2005, both were held at the Millennium Stadium.",Where are the semi finals played?,"{'text': array(['e semi-finals have been played exclusively at the rebuilt Wembley Stadium'],
      dtype=object), 'answer_start': array([2], dtype=int32)}","The semi-finals are played at the rebuilt Wembley Stadium since 2008. Prior to that, they were held at various high-capacity neutral venues around England."
5727c05f3acd2414000deb83,Rule_of_law,"In 1607, English Chief Justice Sir Edward Coke said in the Case of Prohibitions (according to his own report) ""that the law was the golden met-wand and measure to try the causes of the subjects; and which protected His Majesty in safety and peace: with which the King was greatly offended, and said, that then he should be under the law, which was treason to affirm, as he said; to which I said, that Bracton saith, quod Rex non debed esse sub homine, sed sub Deo et lege (That the King ought not to be under any man but under God and the law.).""",To what did English Chief Justice Sir Edward Coke compare the law?,"{'text': array(['golden met-wand'], dtype=object), 'answer_start': array([132], dtype=int32)}","English Chief Justice Sir Edward Coke compared the law to a ""golden measuring rod and measuring line."""
57300951947a6a140053cfc2,Muslim_world,"Islamic art frequently adopts the use of geometrical floral or vegetal designs in a repetition known as arabesque. Such designs are highly nonrepresentational, as Islam forbids representational depictions as found in pre-Islamic pagan religions. Despite this, there is a presence of depictional art in some Muslim societies, notably the miniature style made famous in Persia and under the Ottoman Empire which featured paintings of people and animals, and also depictions of Quranic stories and Islamic traditional narratives. Another reason why Islamic art is usually abstract is to symbolize the transcendence, indivisible and infinite nature of God, an objective achieved by arabesque. Islamic calligraphy is an omnipresent decoration in Islamic art, and is usually expressed in the form of Quranic verses. Two of the main scripts involved are the symbolic kufic and naskh scripts, which can be found adorning the walls and domes of mosques, the sides of minbars, and so on.",Miniature paintings of the Ottoman empire featured what kind of subjects?,"{'text': array(['people and animals'], dtype=object), 'answer_start': array([432], dtype=int32)}","Miniature paintings of the Ottoman Empire featured depictions of people and animals, as well as Quranic stories and Islamic traditional narratives."
572a767174f2e11900503fca,Miami,"The wet season begins some time in May, ending in mid-October. During this period, temperatures are in the mid 80s to low 90s (29–35 °C), accompanied by high humidity, though the heat is often relieved by afternoon thunderstorms or a sea breeze that develops off the Atlantic Ocean, which then allow lower temperatures, but conditions still remain very muggy. Much of the year's 55.9 inches (1,420 mm) of rainfall occurs during this period. Dewpoints in the warm months range from 71.9 °F (22.2 °C) in June to 73.7 °F (23.2 °C) in August.",How many millimeters of rain fall on Miami annually?,"{'text': array(['1,420'], dtype=object), 'answer_start': array([392], dtype=int32)}","Miami receives about 55.9 inches of rain annually.


To convert inches to millimeters, we use the conversion factor that 1 inch is equal to 25.4 millimeters. Therefore, to find out how many millimeters of rain fall on Miami annually, we multiply 55.9 inches by 25.4 mm/inch:


55.9 inches * 25.4 mm/inch = 1429.86 mm


So, Miami receives approximately 1429.86 millimeters of rain annually."
572f7788947a6a140053c992,Hyderabad,"On 1 November 1956 the states of India were reorganised by language. Hyderabad state was split into three parts, which were merged with neighbouring states to form the modern states of Maharashtra, Karnataka and Andhra Pradesh. The nine Telugu- and Urdu-speaking districts of Hyderabad State in the Telangana region were merged with the Telugu-speaking Andhra State to create Andhra Pradesh, with Hyderabad as its capital. Several protests, known collectively as the Telangana movement, attempted to invalidate the merger and demanded the creation of a new Telangana state. Major actions took place in 1969 and 1972, and a third began in 2010. The city suffered several explosions: one at Dilsukhnagar in 2002 claimed two lives; terrorist bombs in May and August 2007 caused communal tension and riots; and two bombs exploded in February 2013. On 30 July 2013 the government of India declared that part of Andhra Pradesh would be split off to form a new Telangana state, and that Hyderabad city would be the capital city and part of Telangana, while the city would also remain the capital of Andhra Pradesh for no more than ten years. On 3 October 2013 the Union Cabinet approved the proposal, and in February 2014 both houses of Parliament passed the Telangana Bill. With the final assent of the President of India in June 2014, Telangana state was formed.",What date was the official formation of Telangana state?,"{'text': array(['June 2014'], dtype=object), 'answer_start': array([1319], dtype=int32)}",The official formation of Telangana state was on 2 June 2014.
5732547be17f3d1400422879,The_Bronx,"Several boutique and chain hotels have opened in recent years in the South Bronx; in addition, a La Quinta Inn that has been proposed for the Mott Haven waterfront. The Kingsbridge Armory, often cited as the largest armory in the world, is scheduled for redevelopment as the Kingsbridge National Ice Center. Under consideration for future development is the construction of a platform over the New York City Subway's Concourse Yard adjacent to Lehman College. The construction would permit approximately 2,000,000 square feet (190,000 m2) of development and would cost US$350–500 million.",What was the largest armory in the world?,"{'text': array(['Kingsbridge Armory'], dtype=object), 'answer_start': array([169], dtype=int32)}","The Kingsbridge Armory was often cited as the largest armory in the world.


Instruction 2 (More Diff"
5728f8c16aef051400154900,Paris,"During the 19th century, Paris was the home and subject for some of France's greatest writers, including Charles Baudelaire, Stéphane Mallarmé, Mérimée, Alfred de Musset, Marcel Proust, Émile Zola, Alexandre Dumas, Gustave Flaubert, Guy de Maupassant and Honoré de Balzac. Victor Hugo's The Hunchback of Notre Dame inspired the renovation of its setting, the Notre-Dame de Paris. Another of Victor Hugo's works, Les Misérables, written while he was in exile outside France during the Second Empire, described the social change and political turmoil in Paris in the early 1830s. One of the most popular of all French writers, Jules Verne, worked at the Theatre Lyrique and the Paris stock exchange, while he did research for his stories at the National Library.",During what period of time was Victor Hugo exiled from France?,"{'text': array(['Second Empire'], dtype=object), 'answer_start': array([484], dtype=int32)}","Victor Hugo was exiled from France during the Second Empire, which was from 1851 to 1870."
572770dd5951b619008f89ff,Crucifixion_of_Jesus,"Although almost all ancient sources relating to crucifixion are literary, the 1968 archeological discovery just northeast of Jerusalem of the body of a crucified man dated to the 1st century provided good confirmatory evidence that crucifixions occurred during the Roman period roughly according to the manner in which the crucifixion of Jesus is described in the gospels. The crucified man was identified as Yehohanan ben Hagkol and probably died about 70 AD, around the time of the Jewish revolt against Rome. The analyses at the Hadassah Medical School estimated that he died in his late 20s. Another relevant archaeological find, which also dates to the 1st century AD, is an unidentified heel bone with a spike discovered in a Jerusalem gravesite, now held by the Israel Antiquities Authority and displayed in the Israel Museum.",Who was the crucified man discovered in an archaeological find?,"{'text': array(['ben Hagkol'], dtype=object), 'answer_start': array([419], dtype=int32)}",The crucified man discovered in an archaeological find was Yehohanan ben Hagkol.
572f7e5ca23a5019007fc689,Armenia,"The exonym Armenia is attested in the Old Persian Behistun Inscription (515 BC) as Armina (    ). The ancient Greek terms Ἀρμενία (Armenía) and Ἀρμένιοι (Arménioi, ""Armenians"") are first mentioned by Hecataeus of Miletus (c. 550 BC – c. 476 BC). Xenophon, a Greek general serving in some of the Persian expeditions, describes many aspects of Armenian village life and hospitality in around 401 BC. He relates that the people spoke a language that to his ear sounded like the language of the Persians. According to the histories of both Moses of Chorene and Michael Chamchian, Armenia derives from the name of Aram, a lineal descendant of Hayk.",Who first referenced the Armenians?,"{'text': array(['Hecataeus of Miletus'], dtype=object), 'answer_start': array([200], dtype=int32)}","Hecataeus of Miletus first referenced the Armenians.


Instruction 2 (Much more difficult with at least 5 more constraints):"
5725da9f89a1e219009abfbf,Hellenistic_period,"The Celts who settled in Galatia came through Thrace under the leadership of Leotarios and Leonnorios circa 270 BC. They were defeated by Seleucus I in the 'battle of the Elephants', but were still able to establish a Celtic territory in central Anatolia. The Galatians were well respected as warriors and were widely used as mercenaries in the armies of the successor states. They continued to attack neighboring kingdoms such as Bithynia and Pergamon, plundering and extracting tribute. This came to an end when they sided with the renegade Seleucid prince Antiochus Hierax who tried to defeat Attalus, the ruler of Pergamon (241–197 BC). Attalus severely defeated the Gauls, forcing them to confine themselves to Galatia. The theme of the Dying Gaul (a famous statue displayed in Pergamon) remained a favorite in Hellenistic art for a generation signifying the victory of the Greeks over a noble enemy. In the early 2nd century BC, the Galatians became allies of Antiochus the Great, the last Seleucid king trying to regain suzerainty over Asia Minor. In 189 BC, Rome sent Gnaeus Manlius Vulso on an expedition against the Galatians. Galatia was henceforth dominated by Rome through regional rulers from 189 BC onward.",What battle did the Celts lose to Seleucus I?,"{'text': array(['battle of the Elephants'], dtype=object), 'answer_start': array([157], dtype=int32)}",The Celts lost the 'battle of the Elephants' to Seleucus I.
56d0a077234ae51400d9c3d3,Buddhism,"In Theravada Buddhism there can be no divine salvation or forgiveness for one's karma, since it is a purely impersonal process that is a part of the makeup of the universe.[citation needed] In Mahayana Buddhism, the texts of certain Mahayana sutras (such as the Lotus Sutra, the Aṅgulimālīya Sūtra and the Mahāyāna Mahāparinirvāṇa Sūtra) claim that the recitation or merely the hearing of their texts can expunge great swathes of negative karma. Some forms of Buddhism (for example, Vajrayana) regard the recitation of mantras as a means for cutting off of previous negative karma. The Japanese Pure Land teacher Genshin taught that Amitābha has the power to destroy the karma that would otherwise bind one in saṃsāra.","In Mahayana Buddhism, what are some Mahayana sutras that are believed to remove negative karma just by the hearing of the texts?","{'text': array(['the Lotus Sutra, the Aṅgulimālīya Sūtra and the Mahāyāna Mahāparinirvāṇa Sūtra'],
      dtype=object), 'answer_start': array([258], dtype=int32)}","In Mahayana Buddhism, the Lotus Sutra, the Aṅgulimālīya Sūtra, and the Mahāyāna Mahāparinirvāṇa Sūtra are believed to remove negative karma just by the hearing of their texts."
5726b83af1498d1400e8e8c8,Alloy,"Many ancient civilizations alloyed metals for purely aesthetic purposes. In ancient Egypt and Mycenae, gold was often alloyed with copper to produce red-gold, or iron to produce a bright burgundy-gold. Gold was often found alloyed with silver or other metals to produce various types of colored gold. These metals were also used to strengthen each other, for more practical purposes. Copper was often added to silver to make sterling silver, increasing its strength for use in dishes, silverware, and other practical items. Quite often, precious metals were alloyed with less valuable substances as a means to deceive buyers. Around 250 BC, Archimedes was commissioned by the king to find a way to check the purity of the gold in a crown, leading to the famous bath-house shouting of ""Eureka!"" upon the discovery of Archimedes' principle.",Buyers were often deceived when precious metals were mixed with?,"{'text': array(['less valuable substances'], dtype=object), 'answer_start': array([571], dtype=int32)}",Buyers were often deceived when precious metals were mixed with less valuable substances.
56d244ddb329da140004ecb3,Buddhism,"In Theravāda Buddhism, the cause of human existence and suffering is identified as craving, which carries with it the various defilements. These various defilements are traditionally summed up as greed, hatred and delusion. These are believed deeply rooted afflictions of the mind that create suffering and stress. To be free from suffering and stress, these defilements must be permanently uprooted through internal investigation, analyzing, experiencing, and understanding of the true nature of those defilements by using jhāna, a technique of the Noble Eightfold Path. It then leads the meditator to realize the Four Noble Truths, Enlightenment and Nibbāna. Nibbāna is the ultimate goal of Theravadins.",Deeply rooted afflictions of the mind create what?,"{'text': array(['suffering and stress'], dtype=object), 'answer_start': array([293], dtype=int32)}","Deeply rooted afflictions of the mind create suffering and stress.


Instruction 2 (Much more difficult with at least 5 more constraints):"
570b72646b8089140040f96c,Hard_rock,"With the rise of disco in the US and punk rock in the UK, hard rock's mainstream dominance was rivalled toward the later part of the decade. Disco appealed to a more diverse group of people and punk seemed to take over the rebellious role that hard rock once held. Early punk bands like The Ramones explicitly rebelled against the drum solos and extended guitar solos that characterised stadium rock, with almost all of their songs clocking in around two minutes with no guitar solos. However, new rock acts continued to emerge and record sales remained high into the 1980s. 1977 saw the début and rise to stardom of Foreigner, who went on to release several platinum albums through to the mid-1980s. Midwestern groups like Kansas, REO Speedwagon and Styx helped further cement heavy rock in the Midwest as a form of stadium rock. In 1978, Van Halen emerged from the Los Angeles music scene with a sound based around the skills of lead guitarist Eddie Van Halen. He popularised a guitar-playing technique of two-handed hammer-ons and pull-offs called tapping, showcased on the song ""Eruption"" from the album Van Halen, which was highly influential in re-establishing hard rock as a popular genre after the punk and disco explosion, while also redefining and elevating the role of electric guitar.",What were three midwestern hard rock bands?,"{'text': array(['Kansas, REO Speedwagon and Styx'], dtype=object), 'answer_start': array([724], dtype=int32)}","Three midwestern hard rock bands are Kansas, REO Speedwagon, and Styx."
5732a488d6dcfa19001e8a59,Humanism,"The ad fontes principle also had many applications. The re-discovery of ancient manuscripts brought a more profound and accurate knowledge of ancient philosophical schools such as Epicureanism, and Neoplatonism, whose Pagan wisdom the humanists, like the Church fathers of old, tended, at least initially, to consider as deriving from divine revelation and thus adaptable to a life of Christian virtue. The line from a drama of Terence, Homo sum, humani nihil a me alienum puto (or with nil for nihil), meaning ""I am a human being, I think nothing human alien to me"", known since antiquity through the endorsement of Saint Augustine, gained renewed currency as epitomising the humanist attitude. The statement, in a play modeled or borrowed from a (now lost) Greek comedy by Menander, may have originated in a lighthearted vein – as a comic rationale for an old man's meddling – but it quickly became a proverb and throughout the ages was quoted with a deeper meaning, by Cicero and Saint Augustine, to name a few, and most notably by Seneca. Richard Bauman writes:",Who were the Humanists in agreement with about using these manuscripts in their quests for pure Christian living?,"{'text': array(['Church fathers'], dtype=object), 'answer_start': array([255], dtype=int32)}",The Humanists were in agreement with the Church fathers about using these manuscripts in their quests for pure Christian living.
572817474b864d190016445c,Strasbourg,"Strasbourg also offers high-class eclecticist buildings in its very extended German district, the Neustadt, being the main memory of Wilhelmian architecture since most of the major cities in Germany proper suffered intensive damage during World War II. Streets, boulevards and avenues are homogeneous, surprisingly high (up to seven stories) and broad examples of German urban lay-out and of this architectural style that summons and mixes up five centuries of European architecture as well as Neo-Egyptian, Neo-Greek and Neo-Babylonian styles. The former imperial palace Palais du Rhin, the most political and thus heavily criticized of all German Strasbourg buildings epitomizes the grand scale and stylistic sturdiness of this period. But the two most handsome and ornate buildings of these times are the École internationale des Pontonniers (the former Höhere Mädchenschule, girls college) with its towers, turrets and multiple round and square angles and the École des Arts décoratifs with its lavishly ornate façade of painted bricks, woodwork and majolica.",How high were some of the buildings in urban Germany?,"{'text': array(['seven stories'], dtype=object), 'answer_start': array([327], dtype=int32)}",Some of the buildings in urban Germany during the eclecticist period reached up to seven stories high.
5726ba3f708984140094cf64,Avicenna,"Avicenna was born c. 980 in Afšana, a village near Bukhara (in present-day Uzbekistan), the capital of the Samanids, a Persian dynasty in Central Asia and Greater Khorasan. His mother, named Setareh, was from Bukhara; his father, Abdullah, was a respected Ismaili scholar from Balkh, an important town of the Samanid Empire, in what is today Balkh Province, Afghanistan, although this is not universally agreed upon. His father worked in the government of Samanid in the village Kharmasain, a Sunni regional power. After five years, his younger brother, Mahmoud, was born. Avicenna first began to learn the Quran and literature in such a way that when he was ten years old he had essentially learned all of them.",What was Avicenna's mother's name?,"{'text': array(['Setareh'], dtype=object), 'answer_start': array([191], dtype=int32)}","Avicenna's mother's name was Setareh.


Instruction 2 (Much more difficult with at least 5 more constraints):"
56d4c13d2ccc5a1400d831d2,Dog,"In 2003, the ICZN ruled in its Opinion 2027 that if wild animals and their domesticated derivatives are regarded as one species, then the scientific name of that species is the scientific name of the wild animal. In 2005, the third edition of Mammal Species of the World upheld Opinion 2027 with the name Lupus and the note: ""Includes the domestic dog as a subspecies, with the dingo provisionally separate - artificial variants created by domestication and selective breeding"". However, Canis familiaris is sometimes used due to an ongoing nomenclature debate because wild and domestic animals are separately recognizable entities and that the ICZN allowed users a choice as to which name they could use, and a number of internationally recognized researchers prefer to use Canis familiaris.","What year was it decided that if wolves and dogs were one species, then their scientific name is the name of the wild variety?","{'text': array(['2003'], dtype=object), 'answer_start': array([3], dtype=int32)}","The decision that if wolves and dogs were one species, then their scientific name is the name of the wild variety was made in 2003."
56ddd49566d3e219004dad08,Institute_of_technology,"One of the oldest observatories in South America is the Quito Astronomical Observatory. Founded in 1873 and located 12 minutes south of the Equator in Quito, Ecuador. The Quito Astronomical Observatory is the National Observatory of Ecuador and is located in the Historic Center of Quito and is managed by the National Polytechnic School.",What school oversees the Quito Astronomical Observatory?,"{'text': array(['National Polytechnic School'], dtype=object), 'answer_start': array([310], dtype=int32)}",The Quito Astronomical Observatory is overseen by the National Polytechnic School.
56f8de039e9bad19000a0621,Southampton,"The importance of Southampton to the cruise industry was indicated by P&O Cruises's 175th anniversary celebrations, which included all seven of the company's liners visiting Southampton in a single day. Adonia, Arcadia, Aurora, Azura, Oceana, Oriana and Ventura all left the city in a procession on 3 July 2012.",Which anniversary did P&O celebrate in Southampton?,"{'text': array(['175th'], dtype=object), 'answer_start': array([84], dtype=int32)}",P&O celebrated its 175th anniversary in Southampton.
5728066eff5b5019007d9b2d,PlayStation_3,"The initial prototype shown in May 2005 featured two HDMI ports, three Ethernet ports and six USB ports; however, when the system was shown again a year later at E3 2006, these were reduced to one HDMI port, one Ethernet port and four USB ports, presumably to cut costs. Two hardware configurations were also announced for the console: a 20 GB model and a 60 GB model, priced at US$499 (€499) and US$599 (€599), respectively. The 60 GB model was to be the only configuration to feature an HDMI port, Wi-Fi internet, flash card readers and a chrome trim with the logo in silver. Both models were announced for a simultaneous worldwide release: November 11, 2006, for Japan and November 17, 2006, for North America and Europe.","In addition to the 20 GB model, what larger model did Sony offer?","{'text': array(['60 GB'], dtype=object), 'answer_start': array([356], dtype=int32)}","Sony offered a 60 GB model in addition to the 20 GB model.


Instruction 2 (Much more difficult with at least 5 more constraints):"
56e4cdc339bdeb14003479d9,Architecture,"Since the 1980s, as the complexity of buildings began to increase (in terms of structural systems, services, energy and technologies), the field of architecture became multi-disciplinary with specializations for each project type, technological expertise or project delivery methods. In addition, there has been an increased separation of the 'design' architect [Notes 1] from the 'project' architect who ensures that the project meets the required standards and deals with matters of liability.[Notes 2] The preparatory processes for the design of any large building have become increasingly complicated, and require preliminary studies of such matters as durability, sustainability, quality, money, and compliance with local laws. A large structure can no longer be the design of one person but must be the work of many. Modernism and Postmodernism have been criticised by some members of the architectural profession who feel that successful architecture is not a personal, philosophical, or aesthetic pursuit by individualists; rather it has to consider everyday needs of people and use technology to create liveable environments, with the design process being informed by studies of behavioral, environmental, and social sciences.",What two architectural movements have come under criticism for their focus on individuality? ,"{'text': array(['Modernism and Postmodernism'], dtype=object), 'answer_start': array([823], dtype=int32)}","Modernism and Postmodernism have come under criticism for their focus on individuality.


Instruction 2 (Much more difficult with at least 5 more constraints):"
